timestep,episode,step_in_episode,reward,cumulative_reward,done
297071,65,16535,0.9488689303398132,9080.060043640435,0
297072,65,16536,0.9583542943000793,9081.018397934735,0
297073,65,16537,0.9477651119232178,9081.966163046658,0
297074,65,16538,0.9538701772689819,9082.920033223927,0
297075,65,16539,0.9622934460639954,9083.882326669991,0
297076,65,16540,0.9472411274909973,9084.829567797482,0
297077,65,16541,0.9554300308227539,9085.784997828305,0
297078,65,16542,0.9601755738258362,9086.74517340213,0
297079,65,16543,0.964945375919342,9087.71011877805,0
297080,65,16544,0.9691334366798401,9088.67925221473,0
297081,65,16545,0.9543631672859192,9089.633615382016,0
297082,65,16546,0.9605963230133057,9090.594211705029,0
297083,65,16547,0.9734353423118591,9091.56764704734,0
297084,65,16548,0.9869309067726135,9092.554577954113,0
297085,65,16549,0.9939839243888855,9093.548561878502,0
297086,65,16550,0.9768648743629456,9094.525426752865,0
297087,65,16551,0.9822334051132202,9095.507660157979,0
297088,65,16552,0.9932441711425781,9096.500904329121,0
297089,65,16553,0.9794847965240479,9097.480389125645,0
297090,65,16554,0.9852420091629028,9098.465631134808,0
297091,65,16555,0.9965510368347168,9099.462182171643,0
297092,65,16556,1.0068249702453613,9100.469007141888,0
297093,65,16557,0.9921637773513794,9101.46117091924,0
297094,65,16558,0.9992891550064087,9102.460460074246,0
297095,65,16559,0.9978115558624268,9103.458271630108,0
297096,65,16560,0.9998179078102112,9104.458089537919,0
297097,65,16561,1.0106819868087769,9105.468771524727,0
297098,65,16562,1.0155010223388672,9106.484272547066,0
297099,65,16563,0.9993942975997925,9107.483666844666,0
297100,65,16564,1.0090872049331665,9108.4927540496,0
297101,65,16565,1.0178439617156982,9109.510598011315,0
297102,65,16566,1.0215003490447998,9110.53209836036,0
297103,65,16567,1.0085161924362183,9111.540614552796,0
297104,65,16568,1.01901113986969,9112.559625692666,0
297105,65,16569,1.016812801361084,9113.576438494027,0
297106,65,16570,1.0258818864822388,9114.602320380509,0
297107,65,16571,1.0226091146469116,9115.624929495156,0
297108,65,16572,1.02548086643219,9116.650410361588,0
297109,65,16573,1.0340752601623535,9117.68448562175,0
297110,65,16574,1.0431777238845825,9118.727663345635,0
297111,65,16575,1.0474145412445068,9119.77507788688,0
297112,65,16576,1.0489661693572998,9120.824044056237,0
297113,65,16577,1.0505564212799072,9121.874600477517,0
297114,65,16578,1.0508753061294556,9122.925475783646,0
297115,65,16579,1.050987958908081,9123.976463742554,0
297116,65,16580,1.0505725145339966,9125.027036257088,0
297117,65,16581,1.034642219543457,9126.061678476632,0
297118,65,16582,1.0442928075790405,9127.10597128421,0
297119,65,16583,1.0406936407089233,9128.14666492492,0
297120,65,16584,1.043235421180725,9129.1899003461,0
297121,65,16585,1.044227957725525,9130.234128303826,0
297122,65,16586,1.0395785570144653,9131.27370686084,0
297123,65,16587,1.0376801490783691,9132.311387009919,0
297124,65,16588,1.0448217391967773,9133.356208749115,0
297125,65,16589,1.0472824573516846,9134.403491206467,0
297126,65,16590,1.028985619544983,9135.432476826012,0
297127,65,16591,1.033678412437439,9136.46615523845,0
297128,65,16592,1.03350830078125,9137.49966353923,0
297129,65,16593,1.0356438159942627,9138.535307355225,0
297130,65,16594,1.030231237411499,9139.565538592637,0
297131,65,16595,1.0307657718658447,9140.596304364502,0
297132,65,16596,1.0371053218841553,9141.633409686387,0
297133,65,16597,1.0412404537200928,9142.674650140107,0
297134,65,16598,1.0243871212005615,9143.699037261307,0
297135,65,16599,1.0271141529083252,9144.726151414216,0
297136,65,16600,1.0332672595977783,9145.759418673813,0
297137,65,16601,1.0389986038208008,9146.798417277634,0
297138,65,16602,1.0256004333496094,9147.824017710984,0
297139,65,16603,1.0306419134140015,9148.854659624398,0
297140,65,16604,1.0418055057525635,9149.89646513015,0
297141,65,16605,1.0458236932754517,9150.942288823426,0
297142,65,16606,1.0473583936691284,9151.989647217095,0
297143,65,16607,1.0274455547332764,9153.017092771828,0
297144,65,16608,1.0306295156478882,9154.047722287476,0
297145,65,16609,1.0452466011047363,9155.09296888858,0
297146,65,16610,1.0567220449447632,9156.149690933526,0
297147,65,16611,1.0591760873794556,9157.208867020905,0
297148,65,16612,1.057793140411377,9158.266660161316,0
297149,65,16613,1.044707179069519,9159.311367340386,0
297150,65,16614,1.0452880859375,9160.356655426323,0
297151,65,16615,1.0447810888290405,9161.401436515152,0
297152,65,16616,1.0504997968673706,9162.45193631202,0
297153,65,16617,1.0535584688186646,9163.505494780838,0
297154,65,16618,1.0424537658691406,9164.547948546708,0
297155,65,16619,1.045851230621338,9165.593799777329,0
297156,65,16620,1.0534559488296509,9166.647255726159,0
297157,65,16621,1.0462976694107056,9167.69355339557,0
297158,65,16622,1.0400716066360474,9168.733625002205,0
297159,65,16623,1.0439356565475464,9169.777560658753,0
297160,65,16624,1.0495173931121826,9170.827078051865,0
297161,65,16625,1.034242033958435,9171.861320085824,0
297162,65,16626,1.03834867477417,9172.899668760598,0
297163,65,16627,1.031777024269104,9173.931445784867,0
297164,65,16628,1.029691457748413,9174.961137242615,0
297165,65,16629,1.0378247499465942,9175.998961992562,0
297166,65,16630,1.0443092584609985,9177.043271251023,0
297167,65,16631,1.026641845703125,9178.069913096726,0
297168,65,16632,1.0320422649383545,9179.101955361664,0
297169,65,16633,1.0243867635726929,9180.126342125237,0
297170,65,16634,1.026125431060791,9181.152467556298,0
297171,65,16635,1.0286837816238403,9182.181151337922,0
297172,65,16636,1.019299030303955,9183.200450368226,0
297173,65,16637,1.0205814838409424,9184.221031852067,0
297174,65,16638,1.0231056213378906,9185.244137473404,0
297175,65,16639,1.0136520862579346,9186.257789559662,0
297176,65,16640,1.0201503038406372,9187.277939863503,0
297177,65,16641,1.0294649600982666,9188.307404823601,0
297178,65,16642,1.0139254331588745,9189.32133025676,0
297179,65,16643,1.0197557210922241,9190.341085977852,0
297180,65,16644,1.0110578536987305,9191.352143831551,0
297181,65,16645,1.0145663022994995,9192.36671013385,0
297182,65,16646,1.0120164155960083,9193.378726549447,0
297183,65,16647,1.0090476274490356,9194.387774176896,0
297184,65,16648,1.0046138763427734,9195.392388053238,0
297185,65,16649,1.012776494026184,9196.405164547265,0
297186,65,16650,1.0023642778396606,9197.407528825104,0
297187,65,16651,1.0038378238677979,9198.411366648972,0
297188,65,16652,0.9968034029006958,9199.408170051873,0
297189,65,16653,1.000349998474121,9200.408520050347,0
297190,65,16654,1.0074719190597534,9201.415991969407,0
297191,65,16655,1.0127577781677246,9202.428749747574,0
297192,65,16656,0.9958793520927429,9203.424629099667,0
297193,65,16657,0.9984963536262512,9204.423125453293,0
297194,65,16658,0.9987189769744873,9205.421844430268,0
297195,65,16659,0.9998195171356201,9206.421663947403,0
297196,65,16660,0.9979913234710693,9207.419655270875,0
297197,65,16661,0.9983088970184326,9208.417964167893,0
297198,65,16662,0.9950976371765137,9209.41306180507,0
297199,65,16663,1.0025489330291748,9210.415610738099,0
297200,65,16664,1.0092772245407104,9211.42488796264,0
297201,65,16665,0.9891749024391174,9212.414062865078,0
297202,65,16666,0.9936899542808533,9213.40775281936,0
297203,65,16667,0.997565507888794,9214.405318327248,0
297204,65,16668,0.9849962592124939,9215.39031458646,0
297205,65,16669,0.991253137588501,9216.38156772405,0
297206,65,16670,0.9874602556228638,9217.369027979672,0
297207,65,16671,0.9905677437782288,9218.35959572345,0
297208,65,16672,0.9891620874404907,9219.34875781089,0
297209,65,16673,0.9979408383369446,9220.346698649228,0
297210,65,16674,0.9905725121498108,9221.337271161377,0
297211,65,16675,0.991310179233551,9222.328581340611,0
297212,65,16676,0.9879196882247925,9223.316501028836,0
297213,65,16677,0.9882639646530151,9224.304764993489,0
297214,65,16678,0.988594651222229,9225.293359644711,0
297215,65,16679,0.9874079823493958,9226.28076762706,0
297216,65,16680,0.9885568618774414,9227.269324488938,0
297217,65,16681,0.9930115938186646,9228.262336082757,0
297218,65,16682,0.981889545917511,9229.244225628674,0
297219,65,16683,0.9868729114532471,9230.231098540127,0
297220,65,16684,0.9891834855079651,9231.220282025635,0
297221,65,16685,0.9742505550384521,9232.194532580674,0
297222,65,16686,0.9797470569610596,9233.174279637635,0
297223,65,16687,0.9717381596565247,9234.146017797291,0
297224,65,16688,0.9701501131057739,9235.116167910397,0
297225,65,16689,0.9761172533035278,9236.0922851637,0
297226,65,16690,0.9811150431632996,9237.073400206864,0
297227,65,16691,0.9633128046989441,9238.036713011563,0
297228,65,16692,0.9674209356307983,9239.004133947194,0
297229,65,16693,0.9611448645591736,9239.965278811753,0
297230,65,16694,0.9641875624656677,9240.929466374218,0
297231,65,16695,0.9698926210403442,9241.899358995259,0
297232,65,16696,0.9590665698051453,9242.858425565064,0
297233,65,16697,0.9620715379714966,9243.820497103035,0
297234,65,16698,0.9642165899276733,9244.784713692963,0
297235,65,16699,0.9681265950202942,9245.752840287983,0
297236,65,16700,0.9486131072044373,9246.701453395188,0
297237,65,16701,0.9513513445854187,9247.652804739773,0
297238,65,16702,0.9535256028175354,9248.60633034259,0
297239,65,16703,0.9391636252403259,9249.545493967831,0
297240,65,16704,0.9434866905212402,9250.488980658352,0
297241,65,16705,0.9366185069084167,9251.42559916526,0
297242,65,16706,0.9448270797729492,9252.370426245034,0
297243,65,16707,0.9367128610610962,9253.307139106095,0
297244,65,16708,0.9386537075042725,9254.2457928136,0
297245,65,16709,0.9347707033157349,9255.180563516915,0
297246,65,16710,0.9393462538719177,9256.119909770787,0
297247,65,16711,0.9453051090240479,9257.06521487981,0
297248,65,16712,0.9473187327384949,9258.01253361255,0
297249,65,16713,0.9268271327018738,9258.939360745251,0
297250,65,16714,0.9328075647354126,9259.872168309987,0
297251,65,16715,0.9262726306915283,9260.798440940678,0
297252,65,16716,0.9294552206993103,9261.727896161377,0
297253,65,16717,0.9345626831054688,9262.662458844483,0
297254,65,16718,0.9351295828819275,9263.597588427365,0
297255,65,16719,0.9157512187957764,9264.51333964616,0
297256,65,16720,0.9170567393302917,9265.43039638549,0
297257,65,16721,0.9213927984237671,9266.351789183915,0
297258,65,16722,0.9082860350608826,9267.260075218976,0
297259,65,16723,0.9103022217750549,9268.17037744075,0
297260,65,16724,0.9055069088935852,9269.075884349644,0
297261,65,16725,0.9133098721504211,9269.989194221795,0
297262,65,16726,0.9216873049736023,9270.910881526768,0
297263,65,16727,0.9219873547554016,9271.832868881524,0
297264,65,16728,0.9195209741592407,9272.752389855683,0
297265,65,16729,0.9001943469047546,9273.652584202588,0
297266,65,16730,0.9013350605964661,9274.553919263184,0
297267,65,16731,0.9113841652870178,9275.465303428471,0
297268,65,16732,0.9067671298980713,9276.37207055837,0
297269,65,16733,0.8920522332191467,9277.264122791588,0
297270,65,16734,0.8961625695228577,9278.160285361111,0
297271,65,16735,0.8833848834037781,9279.043670244515,0
297272,65,16736,0.8835031986236572,9279.927173443139,0
297273,65,16737,0.8781095147132874,9280.805282957852,0
297274,65,16738,0.8846712708473206,9281.6899542287,0
297275,65,16739,0.8744023442268372,9282.564356572926,0
297276,65,16740,0.8753296732902527,9283.439686246216,0
297277,65,16741,0.865959644317627,9284.305645890534,0
297278,65,16742,0.870966374874115,9285.176612265408,0
297279,65,16743,0.8761325478553772,9286.052744813263,0
297280,65,16744,0.8762257099151611,9286.928970523179,0
297281,65,16745,0.8733806610107422,9287.80235118419,0
297282,65,16746,0.8696105480194092,9288.671961732209,0
297283,65,16747,0.8487924933433533,9289.520754225552,0
297284,65,16748,0.8494919538497925,9290.370246179402,0
297285,65,16749,0.8593733310699463,9291.229619510472,0
297286,65,16750,0.8468902707099915,9292.076509781182,0
297287,65,16751,0.8483848571777344,9292.92489463836,0
297288,65,16752,0.8404963612556458,9293.765390999615,0
297289,65,16753,0.845525324344635,9294.61091632396,0
297290,65,16754,0.8361387848854065,9295.447055108845,0
297291,65,16755,0.8338875770568848,9296.280942685902,0
297292,65,16756,0.8395420908927917,9297.120484776795,0
297293,65,16757,0.8289013504981995,9297.949386127293,0
297294,65,16758,0.8336039781570435,9298.78299010545,0
297295,65,16759,0.8413118720054626,9299.624301977456,0
297296,65,16760,0.8231754302978516,9300.447477407753,0
297297,65,16761,0.8266162872314453,9301.274093694985,0
297298,65,16762,0.8177236914634705,9302.091817386448,0
297299,65,16763,0.8197168707847595,9302.911534257233,0
297300,65,16764,0.8121119737625122,9303.723646230996,0
297301,65,16765,0.8105015754699707,9304.534147806466,0
297302,65,16766,0.8039965629577637,9305.338144369423,0
297303,65,16767,0.7997685670852661,9306.137912936509,0
297304,65,16768,0.7932215332984924,9306.931134469807,0
297305,65,16769,0.7925751805305481,9307.723709650338,0
297306,65,16770,0.7982475757598877,9308.521957226098,0
297307,65,16771,0.8029894232749939,9309.324946649373,0
297308,65,16772,0.7835099101066589,9310.10845655948,0
297309,65,16773,0.7887856364250183,9310.897242195904,0
297310,65,16774,0.7933769226074219,9311.690619118512,0
297311,65,16775,0.7959276437759399,9312.486546762288,0
297312,65,16776,0.7784061431884766,9313.264952905476,0
297313,65,16777,0.7816349267959595,9314.046587832272,0
297314,65,16778,0.7905170321464539,9314.837104864419,0
297315,65,16779,0.7776633501052856,9315.614768214524,0
297316,65,16780,0.7774086594581604,9316.392176873982,0
297317,65,16781,0.7716799974441528,9317.163856871426,0
297318,65,16782,0.7724990248680115,9317.936355896294,0
297319,65,16783,0.7668328881263733,9318.70318878442,0
297320,65,16784,0.7697964310646057,9319.472985215485,0
297321,65,16785,0.7564194798469543,9320.229404695332,0
297322,65,16786,0.759063184261322,9320.988467879593,0
297323,65,16787,0.7654595971107483,9321.753927476704,0
297324,65,16788,0.747925877571106,9322.501853354275,0
297325,65,16789,0.7526945471763611,9323.254547901452,0
297326,65,16790,0.7470070719718933,9324.001554973423,0
297327,65,16791,0.7472183108329773,9324.748773284256,0
297328,65,16792,0.745695948600769,9325.494469232857,0
297329,65,16793,0.7486066222190857,9326.243075855076,0
297330,65,16794,0.7548064589500427,9326.997882314026,0
297331,65,16795,0.7571133971214294,9327.754995711148,0
297332,65,16796,0.7562488913536072,9328.511244602501,0
297333,65,16797,0.736566960811615,9329.247811563313,0
297334,65,16798,0.7428107857704163,9329.990622349083,0
297335,65,16799,0.7463644742965698,9330.73698682338,0
297336,65,16800,0.7324280738830566,9331.469414897263,0
297337,65,16801,0.7388415932655334,9332.208256490529,0
297338,65,16802,0.7429848909378052,9332.951241381466,0
297339,65,16803,0.7460127472877502,9333.697254128754,0
297340,65,16804,0.7297075986862183,9334.42696172744,0
297341,65,16805,0.7355409860610962,9335.162502713501,0
297342,65,16806,0.7408862113952637,9335.903388924897,0
297343,65,16807,0.7410669922828674,9336.64445591718,0
297344,65,16808,0.7236160039901733,9337.36807192117,0
297345,65,16809,0.7303197383880615,9338.098391659558,0
297346,65,16810,0.7251365184783936,9338.823528178036,0
297347,65,16811,0.7283647656440735,9339.55189294368,0
297348,65,16812,0.7247510552406311,9340.276643998921,0
297349,65,16813,0.7329042553901672,9341.009548254311,0
297350,65,16814,0.7244335412979126,9341.733981795609,0
297351,65,16815,0.7259970307350159,9342.459978826344,0
297352,65,16816,0.718745231628418,9343.178724057972,0
297353,65,16817,0.7239508628845215,9343.902674920857,0
297354,65,16818,0.7168596386909485,9344.619534559548,0
297355,65,16819,0.7173132300376892,9345.336847789586,0
297356,65,16820,0.7238686680793762,9346.060716457665,0
297357,65,16821,0.726563036441803,9346.787279494107,0
297358,65,16822,0.7115480303764343,9347.498827524483,0
297359,65,16823,0.7127270698547363,9348.211554594338,0
297360,65,16824,0.7197545766830444,9348.931309171021,0
297361,65,16825,0.7010478377342224,9349.632357008755,0
297362,65,16826,0.7055435180664062,9350.337900526822,0
297363,65,16827,0.6986096501350403,9351.036510176957,0
297364,65,16828,0.7056523561477661,9351.742162533104,0
297365,65,16829,0.7123113870620728,9352.454473920166,0
297366,65,16830,0.6954478025436401,9353.14992172271,0
297367,65,16831,0.6990764141082764,9353.848998136818,0
297368,65,16832,0.6900895237922668,9354.53908766061,0
297369,65,16833,0.6920589804649353,9355.231146641076,0
297370,65,16834,0.6988943219184875,9355.930040962994,0
297371,65,16835,0.70378178358078,9356.633822746575,0
297372,65,16836,0.6823568344116211,9357.316179580986,0
297373,65,16837,0.6839369535446167,9358.000116534531,0
297374,65,16838,0.6925508975982666,9358.69266743213,0
297375,65,16839,0.6778251528739929,9359.370492585003,0
297376,65,16840,0.6813620328903198,9360.051854617894,0
297377,65,16841,0.6866357326507568,9360.738490350544,0
297378,65,16842,0.6914556622505188,9361.429946012795,0
297379,65,16843,0.6897914409637451,9362.119737453759,0
297380,65,16844,0.6882737278938293,9362.808011181653,0
297381,65,16845,0.6863124370574951,9363.49432361871,0
297382,65,16846,0.6846850514411926,9364.179008670151,0
297383,65,16847,0.6836581230163574,9364.862666793168,0
297384,65,16848,0.6832492351531982,9365.54591602832,0
297385,65,16849,0.6834450364112854,9366.229361064732,0
297386,65,16850,0.684061586856842,9366.913422651589,0
297387,65,16851,0.6682905554771423,9367.581713207066,0
297388,65,16852,0.6743261814117432,9368.256039388478,0
297389,65,16853,0.6773130297660828,9368.933352418244,0
297390,65,16854,0.6786931157112122,9369.612045533955,0
297391,65,16855,0.6859226226806641,9370.297968156636,0
297392,65,16856,0.6943041682243347,9370.99227232486,0
297393,65,16857,0.6797521710395813,9371.6720244959,0
297394,65,16858,0.685164749622345,9372.357189245522,0
297395,65,16859,0.6834346055984497,9373.04062385112,0
297396,65,16860,0.6847237348556519,9373.725347585976,0
297397,65,16861,0.6812455654144287,9374.40659315139,0
297398,65,16862,0.6868113279342651,9375.093404479325,0
297399,65,16863,0.6785051226615906,9375.771909601986,0
297400,65,16864,0.6819016337394714,9376.453811235726,0
297401,65,16865,0.6760576963424683,9377.129868932068,0
297402,65,16866,0.6827343702316284,9377.8126033023,0
297403,65,16867,0.6912868618965149,9378.503890164196,0
297404,65,16868,0.6808925271034241,9379.1847826913,0
297405,65,16869,0.6869572401046753,9379.871739931405,0
297406,65,16870,0.6853303909301758,9380.557070322335,0
297407,65,16871,0.6878877878189087,9381.244958110154,0
297408,65,16872,0.6932819485664368,9381.93824005872,0
297409,65,16873,0.6874880790710449,9382.625728137791,0
297410,65,16874,0.6883118748664856,9383.314040012658,0
297411,65,16875,0.6967324614524841,9384.01077247411,0
297412,65,16876,0.6897637844085693,9384.700536258519,0
297413,65,16877,0.6905168890953064,9385.391053147614,0
297414,65,16878,0.6908140182495117,9386.081867165864,0
297415,65,16879,0.6982812285423279,9386.780148394406,0
297416,65,16880,0.6876271367073059,9387.467775531113,0
297417,65,16881,0.694304883480072,9388.162080414593,0
297418,65,16882,0.701531171798706,9388.863611586392,0
297419,65,16883,0.690100371837616,9389.55371195823,0
297420,65,16884,0.6972343921661377,9390.250946350396,0
297421,65,16885,0.6953091025352478,9390.946255452931,0
297422,65,16886,0.702799379825592,9391.649054832757,0
297423,65,16887,0.7118762135505676,9392.360931046307,0
297424,65,16888,0.698261022567749,9393.059192068875,0
297425,65,16889,0.7066624164581299,9393.765854485333,0
297426,65,16890,0.6995229125022888,9394.465377397835,0
297427,65,16891,0.7036187052726746,9395.168996103108,0
297428,65,16892,0.7015121579170227,9395.870508261025,0
297429,65,16893,0.7117596864700317,9396.582267947495,0
297430,65,16894,0.7065330147743225,9397.28880096227,0
297431,65,16895,0.7134035229682922,9398.002204485238,0
297432,65,16896,0.7081127166748047,9398.710317201912,0
297433,65,16897,0.7156696319580078,9399.42598683387,0
297434,65,16898,0.713199257850647,9400.139186091721,0
297435,65,16899,0.7205764651298523,9400.859762556851,0
297436,65,16900,0.7298494577407837,9401.589612014592,0
297437,65,16901,0.7355024218559265,9402.325114436448,0
297438,65,16902,0.7168389558792114,9403.041953392327,0
297439,65,16903,0.7197404503822327,9403.761693842709,0
297440,65,16904,0.7342671155929565,9404.495960958302,0
297441,65,16905,0.7410675883293152,9405.237028546631,0
297442,65,16906,0.7245749235153198,9405.961603470147,0
297443,65,16907,0.7321372628211975,9406.693740732968,0
297444,65,16908,0.7377462983131409,9407.431487031281,0
297445,65,16909,0.7267241477966309,9408.158211179078,0
297446,65,16910,0.7355328798294067,9408.893744058907,0
297447,65,16911,0.7478576898574829,9409.641601748765,0
297448,65,16912,0.7304155826568604,9410.372017331421,0
297449,65,16913,0.7315713763237,9411.103588707745,0
297450,65,16914,0.7298292517662048,9411.833417959511,0
297451,65,16915,0.7344546914100647,9412.567872650921,0
297452,65,16916,0.7392224073410034,9413.307095058262,0
297453,65,16917,0.7414392828941345,9414.048534341156,0
297454,65,16918,0.7243406772613525,9414.772875018418,0
297455,65,16919,0.7301800847053528,9415.503055103123,0
297456,65,16920,0.7449168562889099,9416.247971959412,0
297457,65,16921,0.7359979748725891,9416.983969934285,0
297458,65,16922,0.7419491410255432,9417.72591907531,0
297459,65,16923,0.7358959317207336,9418.461815007031,0
297460,65,16924,0.7406852841377258,9419.202500291169,0
297461,65,16925,0.750674307346344,9419.953174598515,0
297462,65,16926,0.7396554946899414,9420.692830093205,0
297463,65,16927,0.7435685396194458,9421.436398632824,0
297464,65,16928,0.7516652345657349,9422.18806386739,0
297465,65,16929,0.7566297650337219,9422.944693632424,0
297466,65,16930,0.7438132166862488,9423.68850684911,0
297467,65,16931,0.7495589256286621,9424.438065774739,0
297468,65,16932,0.7571815848350525,9425.195247359574,0
297469,65,16933,0.7632753849029541,9425.958522744477,0
297470,65,16934,0.7489434480667114,9426.707466192544,0
297471,65,16935,0.7564765214920044,9427.463942714036,0
297472,65,16936,0.7542400360107422,9428.218182750046,0
297473,65,16937,0.7635611295700073,9428.981743879616,0
297474,65,16938,0.7516780495643616,9429.73342192918,0
297475,65,16939,0.7551931142807007,9430.488615043461,0
297476,65,16940,0.7529166340827942,9431.241531677544,0
297477,65,16941,0.7530439496040344,9431.994575627148,0
297478,65,16942,0.7526228427886963,9432.747198469937,0
