timestep,reward
745,391.43953884668275
746,392.4635760598438
747,393.4829066652256
748,394.49757174518214
749,395.50761194149214
750,396.51306805215194
751,397.5139803167203
752,398.510389012821
753,399.5023338008043
754,400.4898543795677
755,401.4729900097485
756,402.451779990452
757,403.42626330137915
758,404.3964785428448
759,405.3624644717133
760,406.32425892788353
761,407.2819003832626
762,408.2354262721961
763,409.17292690407595
764,410.1071978660304
765,411.0437974587305
766,411.96517578140885
767,412.8822978467033
768,413.7968350107314
769,414.7081722103667
770,415.61533712985863
771,416.51786151829896
772,417.4157370425699
773,418.30916859128394
774,419.198412091013
775,420.08370357992715
776,420.96523814761866
777,421.84316926971036
778,422.71761614430574
779,423.58867143315643
780,424.45640839727275
781,425.32088710717954
782,426.18215930273436
783,427.0402707724388
784,427.89526392198513
785,428.74717897178107
786,429.5960545043813
787,430.4419279072804
788,431.2848355475599
789,432.12481324593057
790,432.96189567737326
791,433.79611658030956
792,434.6275087390737
793,435.4561031626543
794,436.28193025704525
795,437.1050188798715
796,437.92539695433186
797,438.74309107815344
798,439.55812697366645
799,440.3705295853804
800,441.1803225853189
801,441.9875288943272
802,442.79217060912043
803,443.5942691687994
804,444.39384522381135
805,445.19091892211947
806,445.9855097181424
807,446.7776367769943
808,447.56731854326364
809,448.354573262253
810,449.1394187249592
811,449.9218726075514
812,450.7019522727644
813,451.4796749867838
814,452.25505759790724
815,453.0281171670538
816,453.7988704639531
817,454.5673344151782
818,455.3335258947188
819,456.0974617511922
820,456.859159071734
821,457.6186349077626
822,458.37590653554537
823,459.13099123835315
824,459.8839066235398
825,460.63467046132854
826,461.38330076062283
827,462.1298155454592
828,462.8742335242516
829,463.6165732080945
830,464.3568535180112
831,465.0950938546384
832,465.8313136303898
833,466.5655326350511
834,467.2977712215505
835,468.0280498947231
836,468.75638919714316
837,469.48281048811214
838,470.2073351720159
839,470.9299848794684
840,471.65078194559226
841,472.3697487549409
842,473.0869081584271
843,473.80228323372967
844,474.5158975139061
845,475.2277750668512
846,475.93794020242217
847,476.64641775678086
848,477.3532330768181
849,478.0584115258481
850,478.76197912000396
851,479.4639621497057
852,480.16438703808507
853,480.8632807941898
854,481.560670332629
855,482.2565831632676
856,482.9510467093469
857,483.6440886384121
858,484.33573707374217
859,485.0260197327759
860,485.71496467490266
861,486.40260021497687
862,487.0889544795254
863,487.7740556786553
864,488.45793196127823
865,489.14061139019145
866,489.82212221591027
867,490.50249243604407
868,491.18174983236696
869,491.85992218760856
870,492.5370370859554
871,493.2131220125465
872,493.88820421554186
873,494.56231056919245
874,495.2354679743601
875,495.9077028659763
876,496.5790415559628
877,497.2495099810998
878,497.9191339883109
879,498.58793878644167
880,499.25594959107866
881,499.9231910185892
882,500.58968755394807
883,501.255463423408
884,501.9205422892121
885,502.5849475412016
886,503.24870205281786
887,503.911828712776
888,504.5743496462362
889,505.2362869864907
890,505.8976620381085
891,506.55849616939275
892,507.2188102750934
893,507.87862461986794
894,508.53795934070155
895,509.196834054743
896,509.85526780593693
897,510.5132794900015
898,511.1708875060513
899,511.82810976730525
900,512.484964190004
901,513.1414680511232
902,513.7976384797377
903,514.4534922937859
904,515.1090459569664
905,515.7643155364296
906,516.4193172571877
907,517.0740669841949
908,517.7285801816914
909,518.3828724093029
910,519.0369591030882
911,519.6908553566857
912,520.3445763581082
913,520.9981372900022
914,521.6515531105186
915,522.3048388107625
916,522.9580094930998
917,523.611080210649
918,524.2640660447404
919,524.916982241476
920,525.5698441093238
921,526.2226670353327
922,526.8754665603341
923,527.5282584534935
924,528.1810585477755
925,528.8338828727414
926,529.4867477270417
927,530.1396696309808
928,530.7926653975668
929,531.4457520240177
930,532.0989467613456
931,532.7522671235996
932,533.405730836768
933,534.0593563233828
934,534.7131618154815
935,535.3671660761611
936,536.0213882263274
937,536.6758476899209
938,537.3305643172266
939,537.9855582690375
940,538.6408499000867
941,539.2964600589842
942,539.952409910589
943,540.6087210623067
944,541.2654153759039
945,541.9225151836293
946,542.5800433437008
947,543.2380228773542
948,543.8964774390744
949,544.5554308318831
950,545.2149071770536
951,545.8749311422592
952,546.535527512984
953,547.196721656992
954,547.8585391534151
955,548.5210057786428
956,549.1841474914876
957,549.8479908945568
958,550.5125623837954
959,551.1778889069217
960,551.8439974698321
961,552.5109152388127
962,553.1786695233941
963,553.8472879975648
964,554.5167982057533
965,555.18722778417
966,555.8586045631176
967,556.5309565503402
968,557.204311378241
969,557.8786971223775
970,558.554141749473
971,559.2306730427326
972,559.908319004512
973,560.5871074250676
974,561.2670660479348
975,561.9482224378909
976,562.6306042071774
977,563.3142387059307
978,563.9991534285306
979,564.6853755265587
980,565.3729318588825
981,566.0618494000598
982,566.7521546957641
983,567.4438742725799
984,568.1370343332443
985,568.831660929416
986,569.5277800159404
987,570.2254170885684
988,570.9245976568333
989,571.6253468831529
990,572.3276894610332
991,573.0316502092193
992,573.7372534744247
993,574.44452354798
994,575.1534840896102
995,575.8641588464623
996,576.5765711252047
997,577.2907440349177
998,578.0067000755255
999,578.72446203871
1000,579.4440520026362
1001,580.165492115918
1002,580.8888040117268
1003,581.6140092361463
1004,582.3411292005852
1005,583.0701850753883
1006,583.8011979821961
1007,584.5341885908895
1008,585.2691776707499
1009,586.006185688395
1010,586.7452331809396
1011,587.4863403545683
1012,588.2295276965776
1013,588.9748154550356
1014,589.7222239529302
1015,590.4717732466213
1016,591.2234835590288
1017,591.9773753550077
1018,592.7334687608208
1019,593.4917841753961
1020,594.2523422255737
1021,595.0151632441055
1022,595.7802680585075
1023,596.5476772893045
1024,597.3174121974714
1025,598.0894936835779
1026,598.8639430744919
1027,599.640781955807
1028,600.420031944046
1029,601.201714994669
1030,601.985853351807
1031,602.7724693185211
